tweet_id,airline_sentiment,text
569387765957308416,neutral,"@USAirways @AmericanAir Just had to buy a ""safety"" ticket online. You'll refund whichever ticket(s) are unused, in full, without penalty."
569387570364198913,negative,@USAirways Hooray! I've now been on hold for over an hour. I've never loved Southwest more.
569387211025727488,negative,@USAirways is the worst. Why on earth would @AmericanAir merge with them? I won't be flying either of them any time soon.
569387005131546624,negative,@USAirways three hours on hold then disconnected. Conf EBHSET. Need to be home Sunday for interview
569386555107733505,negative,@USAirways how do you do that? You guys need to have much better communication. How? How can we do that?
569386397683073024,negative,@USAirways Are you guys awake? Need help with delayed flight to get protected on Late Flightr flight from PHL.
569385862489776128,negative,@USAirways so how about some help with suggested time I could call to avoid such long wait time
569382407847211008,negative,@USAirways more than an hour holding to change a flight on the phone now.. What's up with that???
569382354529030144,negative,@USAirways @caterobbie if that link worked most of us could take care of ourselves  please contact your tech people to get that working
569381601374638081,negative,@USAirways i've been on hold since 11:30pm  need to reschedule my Cancelled Flightled flight for a morning departure tomorrow.  please help!!!!!!
569381443257958401,neutral,@USAirways download jeokoo the American app for air travelers
569380739285786625,negative,"@USAirways obviously your corporate definition of PATIENCE needs to be reviewed.
#Pleasehurryup #answerphone #reschedulemyflight"
569380098119499776,negative,@USAirways Need help with a flight. Weather + funeral = tough combination. On hold for over an hour. Please?
569380081254027265,negative,"@usairways I've been on hold since 11:30pm how many customer service reps do you have?
 #seriously"
569379997175177216,negative,@USAirways @nburnside26 Well if you really didn't like them then she would be on an airplane. #FIOUSAirways 💁
569379979055796224,negative,"@USAirways yes, i am as well.  **FIVE** HOURS ON HOLD, FOLKS. Can you PLEASE tell me if this is typical?! Trying to be understanding here."
569378015429447680,negative,@USAirways can you please train your mechanics? Teach them to bring the tools to fix the plane with them and not leave them in the hanger.
569377633894445056,negative,@USAirways Charlotte Staff needs prayer....disappointed in response to mishaps ......lotttttttt of pissed off people here!!!!
569377149045444608,negative,@USAirways thank you for leaving my 74 y/o grandma stranded because connecting flt could not wait 10 minutes. I will never fly you again
569376311824621568,negative,@USAirways HELLO?! It's been FOUR HOURS since plane landed!   Flt 630 phx to JFK.  3 hrs on Tarmac waiting 4 gate. Plus an hour no bags yet
569375244751745025,negative,“@USAirways: @ch_mom Please reach out to our crewmember for assistance. Our apologies for the long wait.” #generic
569374561197789184,negative,@USAirways can you please have your employee that has been called 5 times by the flight crew finish maintenance on US 734 so we can depart!
569374560505737216,negative,@USAirways I better get a free flight
569373650647945216,negative,@USAirways @nm4agoodlife      5 hours on hold and no answer . Guess the synergy of a merger was really planned out
569373631999926272,negative,@USAirways still waiting on your reps to show. Now 40 mins into waiting in below freezing weather waiting for a cab.
569373375988150272,negative,@USAirways @_RobPrice  how can he try again it will be 5-6 hours before he gets help.  Contingency plans non existent.
569373336922230784,negative,@USAirways delayed depart bc ur flight attendant wasn't there. Then after landing took 3 hrs to get a gate. Now it's another he and NO bags
569372837854756864,negative,@USAirways @jtrexsocial 5 hours on hold ... Safe to say no one is working .
569372595067490304,negative,@USAirways But every time I call I'm on hold for 45 min and then get disconnected. Any way someone can help?
569372422509453313,negative,@USAirways surely there are some other ways to help me - I can't really afford another 4 hours now. Pls follow me so we can DM
569372340309651457,negative,@USAirways I was on hold for 2 hours and still no answer. Is this really how you run your business? http://t.co/P8xFhq4kps
569372015980707840,negative,"@USAirways keeps dropping my call and won't even let me stay on hold because they are ""too busy"" #idontwanttocallback"
569371693602476032,negative,@USAirways I never made a reward reservation becuase no one ever answered the phone. The online one I made got Cancelled Flighted and I can't change
569371393294344192,negative,@UsAirways can a real person help me here? This customer service is poor. I'm at the mercy of someone since the flights are disappearing.
569370553963786241,neutral,"@USAirways I intend to..very much. My 4,000 followers will as well."
569369390178799616,negative,"@USAirways Your customer service is  non-existent/ terrible. Dozens waiting for bags not placed on our flight, no staff anywhere #neveragain"
569369008580874240,negative,@USAirways even alternate options are allready full...even with hotel voucher...no more room in philly?
569368532242145280,negative,@USAirways @traveloneworld .. Utterly frustrated after 4 hours on hold call was disconnected. I need to amend a Flight Booking Problems. HELP! OW Emerald
569368352868556800,positive,@USAirways ok thank you! Very helpful! This is why you're my favorite airline!
569367829188886528,negative,"@USAirways They provided no options. Since you all have a better sense of the weather, I hoped you could suggest."
569366960871333889,negative,@USAirways you airline is doing rather poor right now. In SLC waiting to take off. Was suppose to take off now 2 hours and 3 minutes ago!
569366383458275329,negative,@USAirways Get new planes then. Got on this plane at 7:50 its 10:20 now and still on tarmac. How ru going to compensate me for this?
569365604832047104,negative,@USAirways just hit 4hrs.  what is typical wait time right now? should i drive 2h30m to the airport service desk?
569364758681559042,negative,@USAirways are you going to do anything to help stranded travelers of flight 680?! No communication from anyone. All of us dumped here.
569364610572259328,negative,"@USAirways question is why flight took off at all, now a friend is stuck needlessly in another city"
569364189753544705,neutral,@USAirways in a few weeks
569363263588339712,negative,@USAirways #Wronganswer. Talk is cheap. Customer service is the action of making things right for the customer. #fail again.
569362336991092736,negative,@USAirways 4 hours . How do I change my flight that was Cancelled Flightled ?
569362149400838144,negative,@USAirways You won't give us a hotel or food. Can you at least suggestion options for making it to the metro city I have a ticket to?
569361961487478785,negative,@USAirways actually it landed in BWI 30 minutes ago. She is stranded but I have friends to help. You FAILED big time on this one.
569361898581467136,negative,@USAirways I have been on hold for over one hour waiting to reschedule a flight. How much longer should I expect?
569361887659294720,negative,"@USAirways its fine. 

Just wondering where my money went..."
569361587032748032,negative,@USAirways You landed me at #BWI instead of @Reagan_Airport  and have no plans for me to make it home to DC. How do you suggest I get home?
569360552272769024,negative,"@USAirways stranded at BWI after two diversions. No cust service, no transport. Dumped here. Terrible customer service!"
569360352594546688,negative,"@USAirways As a member of the news media, the awful service of the last few days won't go unnoticed."
569359793800024064,negative,"@USAirways My wife, sick 3yr-old-twins, and I have been waiting in line now for 2hrs to see an agent! Phone agent said nothing til Tuesday!"
569359025655181312,negative,"@USAirways This is garbage, been trying to book a reward flight and then it got Cancelled Flighted and still can't get anyone on phone. Unacceptable"
569358953567670272,negative,@USAirways Cancelled Flightled flight 1796 baggage held hostage at CHL. No communication.
569357810867138560,negative,@USAirways Delays due to faulty engine light. Great work guys. Coming up on 2 hrs sitting on the plane #WorstAirlineInAmerica
569357691715493888,neutral,@USAirways yes - tells me the only way to mod plans is to call the 4322 number.
569357122527469568,neutral,@USAirways Can I book award travel on Etihad with Dividend Miles?
569357079716229121,negative,@USAirways I have been I hold for 40 min. My 5:50 flight just got Cancelled Flightled and rescheduled for Monday. This is unacceptable!
569356553977012225,negative,@USAirways 3hr30min right now...  any end in sight?
569356513061556225,negative,"@USAirways I have fam thats supposed to fly 2/22 that are currently in the hosp.3 trys to speak to a human, yr phone sys cuts off. pls hlp!"
569355923396780032,negative,@USAirways Flight 496. How are u going to compensate me for sitting on the tarmac for 90+ mins and missing my PHX - BOS connection?
569354882370572289,neutral,@USAirways what's going on with passengers diverted to CLT on FLL to PHL flight that left at 830 tonight?
569353641615687680,negative,@USAirways on top or having to check my bag I had to wait over 30 min for my bag to come out at baggage claim. Thanks for wasting my time
569353501123280896,negative,@USAirways I had to sit in your kitchen and move stuff around so I had what I needed. I'm extremely disappointed in your service
569353454914662400,negative,@USAirways been sitting on the tarmac for 90 mins now bc engine is broken. How are u going to compensate passengers #WorstAirline
569353354545008640,negative,@USAirways it was your fault the flight was delayed to begin with. I shouldn't have to check my bag if there's a bunch of space
569353230007664640,negative,@USAirways it is an extreme inconvenience to make ppl check bags when there's a lot of overhead space left. You lie so you're not at fault
569352847898386432,negative,@USAirways stuck on the runway for 2 hrs 10 min due to weather in PHL. Nowhere can I find accurate info on #558 to BOS
569352324700708864,negative,@USAirways no more hotel voucher? Everyone had to get one but not me...what do I do? Arrived from Amsterdam #SnowStorm
569351289026568192,negative,"@USAirways Yep, except this delay was due to a hasty and unwise decision to pushback other plane before the plows were done. #fail."
569351224274718720,negative,@USAirways by far the worst airline in history. I'll never ever fly your garbage again
569350289729458177,negative,@USAirways pullin some sh** delaying flights again... Smh @OBJ_3 http://t.co/Av2rfFHMcV
569347552484728832,negative,@USAirways @PHLAirport flight 837 landed at 10:30 pm and we are still on the plane. Help!!!!!!
569347372595212289,negative,"@USAirways TRBL experience! 2 hrs on the Tarmac for an inch of snow IN PHL ""No hanger open"" &amp; ""a pile of snow""?  #terriblecommunication"
569346960181870592,negative,@USAirways flight 837 passengers stuck on plane in Philly. Where is the gangway?  We can't hear the pilot
569346721173655552,negative,@USAirways 2 hours and counting waiting to get into a gate in Philadelphia. Just icing on the cake for a miserable flight experience
569345780244312067,negative,"@USAirways HELP! It says ""the payment is denied"" but my money has been taken out of my bank?  

And it says I have no trips coming up??"
569345132866220032,negative,"@USAirways help! Flight Cancelled Flighted, can't call because my phone doesn't work in Europe. Please help? Says I'm booked want to confirm."
569345076406693888,negative,"@USAirways not happy w/ app Late Flightly. Last time I flew wouldn't let me check in, This time I checked in went on Late Flightr says I never checked in"
569343970360348672,negative,@USAirways @AmericanAir how do I get thru on hold over 3 hours ?
569343738331275264,negative,@USAirways is flt 680 en route to DCA or BWI after diverting to RDU. Your phone service  sucks and your website is conflicting.
569343563244425216,negative,@USAirways how do I change flights . 3 hours is crazy please help
569343160062742528,negative,@USAirways how do I get thru on hold 3 hours 5 minutes . Is this normal ? My call is lost
569343070849740801,negative,"@USAirways weather doesn't excuse poor customer service, lack of info from staff or the fact staff haven't turned up"
569342681551400960,negative,@USAirways please help on hold 3 hours can't change flights I'm stuck here
569342508553121795,negative,@USAirways on hold 3 hours !!!!!! What's the number to speak to someone this is unacceptable I need to change flights
569341439148236800,neutral,@USAirways - My guess is what happened in #Vegas ended up in #Philly #Sexy http://t.co/qgMfCB7yT4
569340402786025472,negative,"@USAirways he waited over two hours on the phone, had to book and get to MI, family member very ill, time of the essence"
569339928678522880,negative,@USAirways depart from where? It departed PHX and was due to land at DCA around 8pm.
569338966857687040,negative,"@USAirways Can't stress enough how awful the agent was for flight 5283. Knew 11 ppl from delayed flight were on way in mins, no compassion."
569338658295193600,negative,@USAirways I certainly understand the hold delays for WX reschedules - I've been on for 2hr15min - do you have an estimated wait time?
569338605057015808,negative,@USAirways And cherry on top-flight 880 was on runway after we landed ON TIME for 45 mins. Still didn't get half the luggage.
569338492515278848,negative,@USAirways likelihood of PHL to BDL actually leaving tonight? 2 hour delay so far!
569337645878390784,negative,@USAirways My brother &amp; his family stranded in CLT tonight bc gate E36 agent wouldn't hold plane for two minutes. Now driving in bad weather
569337605223006209,negative,@USAirways over an hour is unacceptable wait time. thanks for nothing.  Be sure never to fly you again
569337274707660800,positive,@USAirways Thanks guys! Got hold of someone. Really awesome service I appreciate it :)
569337230935724032,negative,@USAirways understood. It simply feels as if the staff is not being entirely truthful about the situation.
569337064484962304,negative,"@USAirways #not happy, wife 40th Bday trip. would like to be fully compensated for both flights"
569336493224955904,negative,"@USAirways delayed in philly since 130, sitting onTarmac since 8pm flight 1881 plz contact donaldaroberts1@gmail.com"
569335998083174400,negative,@USAirways worst trip ever!  Wish pilot would've let me off plane at 12pm during 1st delay.  Now 1030pm and still sitting on runway.
569333934670139392,positive,@USAirways First class service on US 769 PHL-MCO today from the flight attendant in F. I didn't catch her name but she was top notch!
569332399471001600,negative,@USAirways so far no call back
569332237138841600,positive,@USAirways Oh well. I'll get to Cancun eventually.
569332044909678592,negative,@USAirways standing in line with 100 people all looking to do the same
569330686135537664,negative,"@USAirways cannot book to redeem companion fair without speaking to agent. $99 vs $1200, this is a family emergency #unacceptable"
569330337735696385,negative,@USAirways can I at least get a response?  I tried the gate person (sent me the wrong way to cust srvc ) Cust Srvc (when I found them)
569330030074990592,negative,@USAirways That's clever. Its clear you need more agents. 94 min hold and counting. Flex workforces are highly possible in 2015
569329707084353536,negative,@USAirways hey folks where do you hide luggage when you Cancelled Flight a flight! You have 100 very angry people with no luggage
569329041544749056,neutral,@USAirways can I get an update on flight 680 to DCA?
569328931905642496,negative,@USAirways you can send my luggage to my house👋
569328854948573187,positive,"@USAirways Eyyyy! Cancelled Flightlations, Flight Booking Problemss, reFlight Booking Problemss, but y'all got me on the same flight out tonight (not tomorrow) &amp; the FC upgrade. Thx!"
569328005677494272,negative,@USAirways thanks for letting me know of the 12 hour delay and 2 hours on hold ?
569327664919498752,negative,@USAirways please respond to me. I've been on hold on the reservations line for an hour and 45 minutes. I would really appreciate it.
569326785353129984,negative,@USAirways From here on out when I can at all I'm flying @Delta. Since when is a plane getting stuck in a drift for 2 hours a weather issue?
569326191213219841,negative,@USAirways on hold for 1 hour and 14 min trying to find the luggage flight Cancelled Flightled where is luggage? http://t.co/i1SfMI7zat
569325844931448832,negative,@USAirways Never mind that you could have told the gate I was on my way - you could delay 10 mins but not 15?
569325511635308544,negative,@USAirways  and now I'm going to miss my G'ma's Memorial because I didn't #FlyDelta.
569325005823217664,negative,"@USAirways @usairways -Really? U land me in Philly 1.5 hours before my flight, wait 1.5 hours behind a plane you got stuck,"
569324647906480128,negative,@USAirways Your app and website are trash AF.
569323273172832256,negative,@USAirways not best pleased with service so far. On our third gate and still no guarantee that it's the correct one :(
569322901691707392,neutral,@USAirways Don't want to clog your already-crowded line with a special meal request. Can someone DM me to sort out? #vegetarianproblems :)
569322478847135744,neutral,@USAirways I should also add the weather conditions are terrible. Expecting 18 inches of snow. Any advice?
569322175175352322,neutral,@USAirways I'm on flight 623 from DIA to Ontario tomorrow morning. no access to the airport via taxi or shuttle. What should I do?
569322078819766272,negative,@USAirways how about an update with real information?still waiting on Tarmac in Philadelphia.
569321800359927808,negative,@usairways you mean 10:30pm. I'd be in vegas by now if I'd been allowed on my original flight.
569319723889876993,negative,"@USAirways Bravo handling MSP to PHX # 2023 today. Delayed, Late Flightr Cancelled Flightled. Missed surprise 60th bday which was reason for trip.Never again"
569319324810235904,neutral,"@USAirways well, depending on the policy will make the determination as to which airline is selected to travel."
569317626687717376,negative,@USAirways Still waiting for another crew member. #cabinfever
569317490276360193,negative,@USAirways Hey. I hve Cancelled Flightled flght &amp; on hold for 30 min nw 4 rebook. Website not working. Can u give me some insight if I DM conf #?
569317426975760384,neutral,@USAirways JUST LANDED flight 545. Any chance of making flight 5530 Phoenix to AUS
569316516321202176,negative,"@USAirways I need help. In air on #717 to CLT from PHL. Conf: D1MQF5 Need confirmed on #1776 to BNA at 10:30. Been bumped all day, need home"
569316342769291264,negative,@USAirways FINALLY leaving 4 home from NC. Will lodge respectful complaints!! Mechanical issue after cleared for runway? #5hourwait #nocrew
569314734752854017,negative,@USAirways been on hold way to long!  Is this the best level of service you can provide? - one hour+ is too long!
569314643627413504,positive,@USAirways thank you!!!
569313126342123520,negative,@USAirways Sitting in a cesspool of germs on the ground in #PHL for 2 hours now.
569313112089886720,negative,@USAirways hour 4 at the gate.
569312745306382336,negative,@USAirways don't think you guys could mess things up any more.. Never flying with you again!
569312530620817408,negative,@USAirways waited for 3 hours NO LUGGAGE line too long left airport when flight Cancelled Flighted WHERE does luggage GO? On hold for 1 hour so far
569312129456545792,negative,@USAirways so you strand my bag in Philly last Sat and strand me in Philly this Sat. thanks for the bullshit.
569310913079214080,negative,@USAirways Looks like I'm already delayed and will miss my connecting flight in Philadelphia. Do you un-delay your flights?
569309864759050240,negative,"@USAirways husband tried to use dividends &amp; companion fair for emergency, transferred &amp; put on hold for over two hours gave up #disappointed"
569308130464698368,negative,@USAirways @rylietolbert15 wow you wouldn't say
569307561083703296,negative,"@USAirways BF has been stuck in CLT all day. Is the lounge offering free ""This weather sucks &amp; we all want to cry"" tequila shots?"
569306871242366977,negative,“@USAirways: @TMadCLE We don't like to hear this. We're sorry that it's taking so long to get through.” Stop sending generic responses
569305239834136576,negative,@USAirways sucks.  Flt 2692 Late Flight by 20 mins missed my connection.  Thanks for the 10 bucks and a middle seat on the next flt.
569304295444774912,negative,".@USAirways worst experience of all time. Will never, ever, ever travel with you again. EVER"
569303779822190593,positive,"@USAirways I wasnt  flying your airline tonight, however a friend was and I was present for her help. I flying United and they could learn."
569301606891712512,neutral,@USAirways How long before departure do gates stay open? Will I make my connecting flight 1861 to RDU from flight 894???
569300435091251200,negative,@USAirways So you Cancelled Flightled my flight AGAIN? are you paying for my hotel?!
569298163632373761,negative,@USAirways something is wrong with your phone system if you call someone and don't play the recorded flight notification. Is US643 Late Flight?
569297324285022209,neutral,@USAirways I'm flying with you this Summer. Will I be able to leave Miami Airport during my 12 hour stopover there?
569295822006960128,positive,@USAirways the plane crew has been as professional and courteous as the gate agents were flustered.
569294599614803968,negative,@USAirways hell is terrible gate agents. And a three hour wait at the gate.
569294079835705346,negative,"@USAirways I made the change online, but couldn't check-in online, so had to call (3 hrs on hold btw). Shouldn't have been charged $25"
569290509883187202,positive,"@USAirways your ticket agents at gate 4 in Providence airport rocked tonight, especially Kristy, sorry if that is not the correct spelling."
569289836995190784,positive,"@USAirways #ShoutOut 2 Kristie(sp?) from Gate4 @ PVD today. She's a #RockStar, was a tremendous help in a tough situation. #PromoteThatGirl"
569289545058947072,negative,@USAirways nervous for flight tomrw out of key west not friendly customer service
569289254616076288,negative,"@USAirways I was calling before I left, and as it turns out @united answered their phones instead and they rebooked my USAir flight."
569289098944507904,positive,@USAirways Thank you for your help today.  I have been a loyal US airways customer and i appreciate your responding to my tweets.
569288052725694464,neutral,@USAirways message me if you want to issue a refund so someone else can use my seats tomorrow AM #flightCancelled Flighted #custservicehasnonumber
569287724471066625,positive,@USAirways an already pleasant flight from London to Charlotte (US733) was made fantastic by an amazing attendant. Thank you so much Robert!
569284223590232064,negative,@USAirways @AmericanAir won't even refund for a flight they Cancelled Flightled #horriblecustomerservice
569281170996891649,negative,"@USAirways call dropped &amp; no call back...another 45min-hour for another rep. The worst CS ever, online, by phone &amp; in person."
569280553574277120,neutral,@USAirways @AmericanAir  ..off to vegas http://t.co/AygAOeB6Uu
569279106086522880,negative,@USAirways will you fly me to somewhere warm? I'm tired of this snow! :(
569278421743878144,negative,@USAirways why the hell u left *alliance and joined 1world is beyond me not a smart move time to start looking at other carriers
569278418606559233,negative,@USAirways and apologies are thin when you don't even offer hotel vouchers to your stranded customers.
569278041165324290,negative,@USAirways I did. They told me it was a 40 min wait &amp; they'd call back. It's already been 45 min. Horrible
569277895224516608,negative,@USAirways but only for certain flights from CLT-NYC. The notion that you can't rebook customers for 48 hours is absurd.
569277477652172800,negative,@USAirways had to Cancelled Flight 4 of my flights because my versace biceps wouldn't stow completely under the seat in front of me.
569274195332325377,negative,"@USAirways disappointed with your toll free number. Terrible customer service, my flight has been Cancelled Flightled would like to get home"
569274088289660928,negative,"@USAirways it a change fee request from a month ago.  after one hour on phone with your team, I’m told 120 day backlog.  Awful."
569273247252008961,negative,"@USAirways flt last nght Cancelled Flighted-mech.probs, flt this am Cancelled Flighted-snow, finally on a flt home. 1st cls empty &amp; they won't let me sit there"
569273176775114752,neutral,@USAirways Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?
569272209887404032,neutral,"@USAirways If I am traveling with an infant in my lap, is there anything I need to do to notify you?"
569270187725160449,negative,@USAirways you're killing me sche a flight to board 3 min after mine arrived with gate on other side of airport #genious
569269757293293568,negative,@USAirways @AmericanAir 9 empty seats open in 1st on AA1061. No upgrades for a U.S. Gold member? Would love consistent policies.
569269594386526209,positive,"@USAirways woohoo! He still has 1 more flight but so happy to hear they're in the air, just about cried! (Must be the preggo hormones!) thx!"
569268918566719488,negative,"@USAirways status shows ""delayed"" it was just ""waiting for takeoff"" so did it depart? It certainly didn't at 4:17pm. http://t.co/emRUbu4WzD"
569268155383717889,negative,@USAirways you're right it's not fun. Especially when I don't have much of a choice. Lol. #curvygirltravels
569267207324246019,neutral,@USAirways can you help us figure out our correct six digit confirmation number?
569263908973903872,negative,"@USAirways AND my rebooked flt isn't until Monday??  AND I don't get a voucher for a hotel?!  Never again, US airways."
569263732280451072,positive,@USAirways Thank you!!! This whole crew has rocked through bad weather and diversion. Pilot keeping us well informed. #customerservice
569263677234388993,neutral,@USAirways what about AA miles for USAir flights booked through American?
569263496560422912,positive,@USAirways i hope i get the opportunity to join the team with this job opening!
569263373092823040,negative,@USAirways how is it that my flt to EWR was Cancelled Flightled yet flts to NYC from USAirways are still flying?
569262702301876224,negative,@USAirways @AmericanAir Flight SF to NYC only made it to Philly. Ur customer service is telling me no refund for the last leg? #offensive
569261236094967808,neutral,@USAirways can you DM me please?
569260276626956288,neutral,@USAirways need seat assignments for one leg of family's return flight - can you please help via Twitter PM?
569259449115942913,positive,@USAirways thank you! You have always been so good to me. I will follow up.
569258945254191104,positive,@USAirways No Problem - he was the only person in the airport who would help :)
569258934864781312,neutral,@USAirways Okee doke
569258544714911746,positive,"@USAirways thank you! It's # 1875 from BWI, keep seeing different stats, from delayed to awaiting take off to delayed..."
569256468198924288,positive,@USAirways Nick on flight 742 was awesome. Please reward him in some way!!! He has kept us smiling on a bad day of travel. #customerservice
569256374011428866,negative,"@USAirways I was told a ""return call"" by a human"
569255036796215297,negative,"@USAirways guys I need help my reservations, tried calling and I'm told to call Late Flightr. Please help me here."
569253430100946944,positive,@USAirways sitting on a plane in Philadelphia for over 20 minutes waiting just to get off the plane. Great service!
569252439548952576,negative,"@USAirways @PHLAirport Cancelled Flighted flight due to weather no problem, but wait for luggage for 4 hours?? IT MUST BE DELIVERED!!"
569252020474896385,negative,"@USAirways comin in clutch and sending me to Charlotte then home, I h8 u @AmericanAir, except for Wayne u a real g #ThankJesus #ThankMe"
569250990291062786,neutral,@USAirways this very pregnant lady's hoping &amp;praying hubbys flight from BWI gets off the ground! I'd like him to get here before baby does!
569250438882705410,neutral,@USAirways Ok Thanks
569248875825008640,negative,"@USAirways Every time I try, the line is disconnected b/c the system says you have too many calls. Glad your screw up matters so much to you"
569248700947689474,negative,"@USAirways, another hour gone &amp; they sit with more snow on them! Seriously?! http://t.co/Fupf0UAyir"
569248672606597121,negative,"@USAirways already did. I travel for a living, no help at all that it will take 3-4 weeks for any repair. And I have to pay to ship to TX."
569248250424918021,negative,"@USAirways We did. @AmericanAir said to open one with you, too."
569246373020717057,negative,@USAirways ...be found when he checks in. Now no info. Please DM me and help me fix this NOW. (3/3)
569246231500685314,negative,"@USAirways to a booked hotel for the night so I had to find him a room at midnight. Then say his bags will be on the plane, but can't (2/3)"
569245856680914944,negative,@USAirways This is ridiculous. You delayed my husband's flights &amp; made him miss his connection. Told him to leave his bags. Sent him (1/3)
569245155837882368,negative,@USAirways Been tweeting with the team at @AmericanAir who informed me that the problem is that you never sent his bags to them yesterday.
569245152406953984,negative,@USAirways- can you tell me what the policy is for preboarding with small children? Is that still a thing?
569244957698969602,negative,@USAirways Your Baggage system has hung up on me twice because you have too many callers. I NEED TO FIND MY HUSBAND'S (@SweetingR) BAGS.
569243185832169472,negative,@USAirways haven't eaten all day either so lemme get that CC# so I can buy a burger across from the terminal.  #DoBetter @UsAirwaysSuck
569242425530712064,negative,@USAirways looking forward to waiting on hold for 9 hrs to reschedule my flight.  Bunch of idiots work for this airline.
569242046621491200,positive,@USAirways  big thank you to your ticketing agent Ute V at Dulles-Washington for OUTSTANDING guest service to get me rebooked
569241970662645762,negative,@USAirways you guys straight up suck ass
569241834670698496,negative,"@USAirways still Effin waiting... Not weather delays, not engine trouble, but lack of crew?  Are you shitting me?"
569241701434449920,positive,@USAirways I love you guys!!!
569241467916566530,negative,@USAirways   my miles will expire on 2/29 and it could take someone 10 days to respond...I have over 150000 miles that I do not lose i❤usair
569241158196400130,negative,@USAirways i have been trying ALL WEEK to book a multi city award trip (can't book online) I'm told to call back some other time. What?!?
569239087493857281,negative,@USAirways what am I paying you $275 for?   Fly the damn plane!  Not one announcement from the crew.  Let me know how you wanna refund me.
569238450794209280,negative,@USAirways -beg to differ. 4 things booked wrong and still not fixed. Get your act together! #USAirSucks
569237783715422208,neutral,"@USAirways, can't control weather/flight attendant.Can control this-green ACU bag, 1.5 hrs &amp; counting! Yep that's me! http://t.co/0jUtCDRLjl"
569236665950203904,negative,"@timbennettg3 @USAirways Cancelled Flightled 4532 sch departure 8:38 am, wasn't snowing yet and other flights were still leaving #Fail"
569234806543929344,negative,@USAirways  And now your half assed plane is falling apart. Some one tell my family I love them! #DoBetter http://t.co/UA6doUA34l
569234264153174017,negative,@USAirways is the 7th circle of hell right after the dmv. #noshadetothedmv
569230567759327233,negative,@USAirways thanks for the seat that doesn't recline. I'm shocked I'm not being asked to serve everyone drinks on the plane.  #DoBetter
569229557468827648,negative,@USAirways it's been three weeks since I was specifically told I would get a call back from your folks in AZ- should I keep being patient?
569229441739522048,negative,@USAirways #Unbelievable that for 2 consecutive days I can't get through to a person.  On hold over 2 hours and still going
569229135752642560,negative,@USAirways you are cutting into my pregame time.  Go @KentuckyMBB !!!!
569226857272516608,positive,@USAirways Can't wait for the trip. Thanks for getting me there!
569226044118581248,negative,@USAirways What's the seat assignment policy? Why let us choose a seat only to change it on us two weeks Late Flightr?
569225958495952897,negative,"@USAirways Yes, it's February. Bad weather happens every winter. If you guys don't have the business sense to forecast that I'm at a loss."
569223653952323584,negative,@USAirways I called twice the recording says that it has being delivered to my apt but it is not here ?
569223536507809792,negative,@USAirways  in don't have it on me at the time as I am taking Amtrak home. How do we call for partial refunds?
569223492987723778,negative,"@USAirways 4+ hour hold, finally Cancelled Flighted ticket! sticking to @delta @Expedia who allow easy online Cancelled Flights/refunds! http://t.co/RKVCZBpdCE"
569223482791366656,negative,@USAirways Hold time to book award travel from Gold status: 4 HOURS and counting!!!! + 4 days of calling #usairwaysfail @AmericanAir
569220920218296320,negative,@USAirways now what? You Cancelled Flightled my flight again... Are you paying for my hotel?
569220438397751299,positive,@USAirways your team member at DCA- Tamara R. is her name was awesome. You should have more employees like her!
569220243123544065,positive,@USAirways thanks for getting us on ur plane. Awesome flight attendant who is making us smile after difficult travel. #customerservice
569219405852377090,negative,"@USAirways had baggage lost last night, no call from us airways and no bags and nobody answering phone #badcustomersrvice #whereismybag"
569217929541238784,negative,"@USAirways if my flight's been Cancelled Flightled, and I can't reach anyone over the phone or ticketing agents, safe to assume I wasn't rebooked?"
569217342380445696,negative,@USAirways @AmericanAir WHERE IS MY BAG ?#SOS ITIS BEING LOST FOR MORE THAN 24 HOURS ! #POORCUSTUMERSERVICE
5.69213E+17,neutral,@USAirways How does flight 680 look? I'm hearing about Cancelled Flightled departures from @Reagan_Airport and I'm about to head into it
569212376421158912,negative,@USAirways @AmericanAir Is there a way to reserve a veg meal online for a flight to Brazil tomorrow? I've been onhold for more than 1 hour.
569211350985134081,negative,@USAirways rebooked me after i missed my flight..never called me and i didnt check my email.  I (cont) http://t.co/uTfDhxa8pU
569210743133831168,negative,@USAirways #SOS WHERE IS MY BAG ?
569209605198376961,negative,@USAirways been on hold for 39 minutes and counting for a month old change fee refund request for a funeral.  This is pathetic.
569206566035042305,negative,"@USAirways after 5 flight Cancelled Flightlations we finally get a flight, get to the gate on time &amp; you've given our seats away? Seriously??"
569202715571703808,negative,@USAirways the American Eagle plane you're using for CLT to RDU is disgusting! You should be ashamed! #disgusting #ew http://t.co/B4xhiRuGzV
569198999904886784,negative,@USAirways undermines the intelligence of customers by ignoring their complaints with their copy and paste canned responses #usairwaysfail
569198593158086656,negative,@USAirways providing poor customer service by responding to complaints with a copy and paste tempLate Flight unreLate Flightd to complaint #usairwaysfail
569198480226439168,negative,@USAirways I've been on hold for over 2 1/2 hours - there has to be an easier way to Cancelled Flight/get a refund... 😑😩 http://t.co/Cm4roIypc2
569196701401128961,negative,@USAirways enormous lines at customer service and two agents what kind of service is that .. http://t.co/ffanixJhwh
569194567603499008,negative,@USAirways Inexcusable behavior by gate agent. Sorry isn't enough. #Flight850 #CLT-#BNA
